Titulos	Texto	Entidades
Desenvolvimento de bioprodutos para controle de pragas, nematoides e doenças para grandes culturas agrícolas	A atividade do setor agrícola é uma das mais importantes da economia brasileira. O controle biológico de pragas e doenças agrícolas vem crescendo a uma taxa de 20-30% ao ano. Este crescimento é impulsionado pelo avanço das pesquisas no setor e maior profissionalização das empresas. Microrganismos, como fungos, vírus e bactérias compõem a grande maioria dos bioinseticidas e bioinoculantes disponíveis no mercado. Este projeto visa desenvolver bioinseticidas, biofungicida e bionematicida com composições de microrganismos selecionados criteriosamente para pragas, nematoides, doenças foliares e de solo específicas das culturas. Serão desenvolvidas formulações que potencializem o efeito de cada microrganismo e protejam os mesmos contra estresses ambientais.	
Desenvolvimento de formulações com o portfólio de soluções da Solvay para o setor de bioinsumos	Desenvolvimento de formulações com o portfólio de soluções da Solvay para o setor de bioinsumos	
Desenvolvimento de isca biológica para o controle de formigas cortadeiras	Desenvolver uma isca biológica para o controle de formigas cortadeiras e seu fungo simbionte para aplicação em áreas florestais.	
Desenvolvimento de soluções biotecnológicas para cultura do milho, soja e algodão	O presente projeto visa desenvolver um pacote biotecnológico de soluções para cultura do milho, soja e algodão com ênfase em bioinsumos para controle de pragas e doença, para aumento de produtividade e mitigação de riscos de evolução de resistência de lagartas a tecnologia VIP.	
Desenvolvimento de um biopesticida a base do fungo Beauveria bassiana para o controle de pragas agrícolas	Desenvolvimento de um bioproduto a base de fungo  para controle de pragas agrícolas e a viabilidade da utilização combinada com adubos organominerais.	
Desenvolvimento de um bioproduto para controle do psilídeo-dos-citros	Desenvolvimento de um bioproduto concentrado com fungos entomopatogênicos para controle de psilídeo-dos-citros (Diaphorina citri).	
Desenvolvimento de um bioproduto para o controle de fitonematoides	O projeto de pesquisa visa desenvolver um bioproduto a base do fungo Purpureocillium lilacinum e/ou Bacillus sp. para o controle das principais espécies de fitonematoides.	
Desenvolvimento de um dispenser voador para liberação de agentes biológicos em áreas agrícolas e florestais	O objetivo desse projeto é a criação e validação de  dispensers voadores capacitados para liberar diferentes tipos de agentes biológicos em áreas agrícolas e florestais, que poderão ainda ser gerenciados remotamente (software).	
Desenvolvimento de um inoculante e um biopesticida a base de fungos entomopatogênicos	Neste projeto serão desenvolvidos dois produtos a base de fungos entomopatogênicos. O primeiro produto tem como foco a cultura da cana-de- açúcar, com efeito na promoção do crescimento e na redução de pragas em mudas pré-brotadas, cana planta e cana soca. O segundo produto visa o controle de mosca branca, selecionando um agente baseado no rendimento produtivo em meio de cultura e arroz e a sua virulência sob o inseto alvo.	
Desenvolvimento de um produto biológico agrícola a base de metabólitos microbiano	Desenvolver produto agrícola a base de metabólitos micronianos que apresente ação biodefensiva contra fitopatógenos.	
Desenvolvimento de um produto microbiologico para a cultura da soja com multiplos beneficios	Desenvolvimento de um produto que viabilize ao mercado agrícola brasileiro uma solução biológica para a cultura da soja que possa diminuir as perdas causadas por pragas ou fitopatógenos, juntamente com a bioestimulação das plantas e o fornecimento de nutrientes do solo.	
Otimização de estratégias sustentáveis no controle de pragas do tabaco, baseando-se na utilização dos agentes de controle biológico	Aumentar e otimizar a utilização de agentes de controle biológico em tabaco, com vistas a sustentabilidade.	
Processamento e exploração de biofertilizante a base de microrganismos	Processamento e exploração de biofertilizante a base de microrganismos	
Tratamento de sementes com produtos biológicos para o controle de pragas e incremento de produção das culturas agrícolas	O objetivo deste projeto é a utilização de produtos biológicos para o tratamento de sementes de adubos verdes afim de controlar pragas das culturas da soja e cana-de-açúcar além do incremento na produção dessas culturas.	
DESENVOLVIMENTO DE ESTRATÉGIAS PARA REUTILIZAÇÃO DE ÁGUA DE PROCESSO NA FLOTAÇÃO DE MINÉRIO DE FERRO VISANDO À REDUÇÃO DO CONSUMO DE AMINA	A água desempenha um papel fundamental no processo de concentração de minério de ferro, sendo utilizada nas etapas de moagem, separação magnética e flotação. A recirculação da água é essencial para promover a sustentabilidade na indústria mineral e reduzir o consumo de recursos hídricos. Com objetivo de enfrentar as restrições impostas pelos órgãos ambientais e a escassez de água enfrentada nos últimos anos, as usinas de beneficiamento estão buscando aumentar a taxa de recirculação, reduzindo assim a captação de água nova.    Além disso, uma preocupação recente é a diminuição da disposição de rejeitos dos processos de concentração em barragens, devido aos riscos associados à essas estruturas. Para contornar esse desafio, as usinas estão adotando rotas de desaguamento dos rejeitos, utilizando tecnicas de espessamento e filtragem. Essa abordagem não apenas aumenta a eficiência de recuperação de água do processo, mas também contribui para a redução de impactos ambientais.  No entanto, a recirculação da água enfrenta desafios devido às alterações químicas ocorridas durante as etapas de beneficiamento do minério. A agua recirculada pode conter impurezas como amido, floculantes, coagulantes, íons dissolvidos, material particulado e até mesmo espécies microbiológicas que podem afetar a química dos reagentes, assim como resultar em variações indesejadas no pH (RAO e FINCH, 1989). Essas impurezas podem causar reações colaterais adversas, oxidação bacteriana de minerais e variações descontroladas do potencial redox, impactando a eficiência da flotação e a recuperação do ferro. Portanto, é necessário avaliar cuidadosamente a taxa ideal de recirculação da água e a necessidade de tratamento dessas águas para adequação da composição química, levando em consideração o grau de acumulação de impurezas. Além disso, é essencial monitorar e controlar a qualidade da água recirculada para garantir um desempenho adequado e eficiente da flotação (LUZ et al., 2004).  No ano de 2022, um projeto realizado em parceria com a rede QUI-MINERA realizou testes de flotação em bancada com água destilada e avaliou a concentração de espécies químicas presentes nas águas de recirculação, investigando a possibilidade de recirculação da água e a diminuição da dosagem de amina no processo, cujos resultados indicaram potencial de aplicação industrial visando à redução do consumo de amina sem impactar o desempenho da flotação e qualidade do concentrado de minério de ferro.    O atual projeto tem como objetivo dar continuidade a essa investigação utilizando água de processo coletada em pontos estratégicos do circuito hídrico da usina de Brucutu. O foco central será compreender os efeitos adversos e benéficos da recirculação de água no processo de flotação. Com base nessas informações, juntamente com os tópicos discutidos em reuniões anteriores, a equipe UFOP em colaboração com o ITV/Vale, elaborou a presente proposta de projeto de cooperação, que será apresentada a seguir.	
Desenvolvimento de Metodologia para Avaliação de Vida Útil de Tubos de Superaquecedores de Caldeiras de Biomassa	Este projeto tem como objetivo desenvolver metodologias para avaliar a vida útil de tubulações de superaquecedores de caldeiras de biomassa instaladas em unidades produtivas da CARGILL.	
Desenvolvimento de Solução Digital para Auxílio na Tomada de Decisão em Processos de União e Reparo	Como objetivo geral do projeto, pretende-se contribuir com a inovação e digitização do Setor de Óleo, Gás e Biocombustíveis por meio do desenvolvimento de solução digital (SDSOLDA), para auxílio na tomada de decisão em processos de união e reparo, mitigando riscos de integridade	
Avaliação e testes das hipóteses visando a eficiência de uma vacina de prevenção ao SARS-Cov-2 no modelo murino in vivo	O período enfrentado na pandemia de COVID-19 mostrou a relevância do desenvolvimento de fármacos, biofármacos e testes diagnósticos pelas parcerias firmadas entre os setores industriais e acadêmicos. Recentemente, o potencial das tecnologias que empregam o mRNA como vacina na prevenção da COVID-19 foi demonstrado. Neste sentido o objetivo do projeto é avaliação e testes das hipóteses visando a eficiência de uma vacina de prevenção ao SARS-Cov-2 no modelo murino in vivo.	
Desenvolvimento de biofármaco para o tratamento de doenças inflamatórias crônicas.	Desenvolvimento de biofármaco para o tratamento de doenças inflamatórias crônicas.	
GRAPHZ	O presente projeto de desenvolvimento tecnológico de produto na área de materiais poliméricos, tem por objetivo o uso de uma metodologia de técnicas integradas que possibilite o desenvolvimento de nanocompósitos poliméricos híbridos, base resina termoplástica, a partir da incorporação de grafeno e/ou seus derivados, reforçados ou não com nióbio e/ou seus derivados, visando a potencial aplicação na produção de sistemas de blindagem eletromagnética para o setor automotivo, de forma que estes materiais apresentem um desempenho comprovado por meio de propriedades de interesse relacionadas pela empresa.	
Estabelecimento de bancos celulares e validação de métodos para a produção de lotes clínicos de Produto de Terapia Avançada para o tratamento da ceratoconjuntivite seca (Dry Eye Disease)	A ceratoconjuntivite seca (CCS) é uma doença ocular crônica que tem se tornado um problema de saúde pública. É caracterizada pela perda da homeostase do filme lacrimal e pode ser classificada em duas categorias: deficiência aquosa ou evaporativa da lágrima. Um marcador da doença é a hiperosmolaridade do filme lacrimal, que pode danificar a superfície ocular por induzir inflamação. O tratamento da CCS envolve principalmente o alívio dos sintomas através do uso de medicamentos tópicos, mas essas abordagens são paliativas e não abordam a causa subjacente da doença. Atualmente, tem-se desenvolvido e explorado outros métodos de tratamento para a CCS tais como terapias baseadas em vesículas extracelulares (VEs) secretadas por células-tronco mesenquimais que, através da liberação de moléculas bioativas, restauram a homeostase da superfície ocular, reduzindo significativamente os sintomas. O objetivo deste projeto é o desenvolvimento pré-clínico de um colírio formulado a partir destas VEs para o tratamento da CCS.	
Composição Corporal Mobile	As características antropométricas são importantes variáveis biológicas relacionadas ao desempenho esportivo, obesidade, diabetes tipo 2, doenças cardiovasculares e outras. Existem métodos precisos para a avaliação da composição corporal como a absortometria de raio-X de dupla energia (DXA), ressonância magnética e tomografia computadorizada.  No entanto, estes são limitados a ambientes médicos e de pesquisa. Apesar de produzirem medições precisas, ainda exigem equipamentos pesados, espaço amplo e iluminado tornando- os impraticáveis para uso pessoal de rotina. Desta forma, o objetivo é desenvolver e validar modelo de fotografia digital, a partir da câmera do celular smartphone, para mensurar a composição e perímetros corporais de um indivíduo de forma precisa, rápida e acessível.	
ISO22	Estudar o comportamento da evolução térmica nos processos siderúrgicos de re?no e fusão de aços com o uso de diferentes tipos de biomassas isolantes.	
Instrumentação e Automação de processo de produção de Biotecido	Desenvolvimento de projeto de instrumentação e automação para sistema de produção de biotecido por fermentação, com automação da etapa de secagem e de movimentação de líquidos.	
Protótipo de Codigestor Modular	Protótipo Codigestor Modular com Sistemas de Aquecimento com Agitação Automatizada do substrato, composto por: 1) Tanque Reator Anaeróbio de 10.000 litros; 2) Sistema Solar de Coletores; 3) Bombas d'água elétricas; 4) Trocador de calor; 5) Sensores de temperatura; 6) Controlador de temperatura; 7) Motor elétrico para o sistema de agitação; 8) Controlador de agitação; 9) Sistema de purificação do biogás.	
Desenvolvimento de biofertilizante para mitigação do estresse hídrico de culturas graníferas	Desenvolver produtos que possam trabalhar o balanço hormonal de plantas, permitindo incremento de absorção de água e nutrientes pelas plantas, manejo do estresse biótico e abiótico, que possam ser utilizados com segurança, produzindo efeitos satisfatórios na minimização do estresse sofrido nas condições em que estas culturas estão sujeitas no campo de produção e que atenda à demanda dos agricultores.	
Produção de biocompostos para cultivo de mudas a partir de resíduos agroindustriais	Produção de biocompostos para cultivo de mudas a partir de resíduos agroindustriais	
Substrato bioativo para produção de MPB de cana-de-açúcar	Desenvolver um substrato bioativo para aumentar a tolerância de mudas pré-brotadas de cana-de-açúcar ao estresse no transplantio.	
Substrato bioativo para produção MPB de cana de açúcar	Desenvolver  um substrato bioativo para aumentar a tolerância de mudas pré-brotadas de cana-de-açúcar ao estresse no transplantio.	
Otimização de Sistema de Combustão com Foco na Eficiência Energética	desenvolvimento de um sistema para potencializar o poder de combustão da biomassa	
DESENVOLVIMENTO DE SISTEMA PARA CONVERSÃO DE MOTOGERADORES A DIESEL DE PEQUENO PORTE PARA GERAÇÃO DE ENERGIA ELÉTRICA ATRAVÉS DE BIOGÁS APLICADO EM SISTEMA DE COGERAÇÃO HÍBRIDO	Desenvolvimento de motogerador à biogás de baixa potência (5 a 20 kVA) através da conversão do motor a diesel e que possua o rendimento dentro do que é encontrado no mercado. Este sistema poderá ser integrado a um sistema fotovoltaico, de forma a estabelecer cogeração eficiente e inteligente, com o objetivo de contornar gargalos técnicos presentes na cogeração de energia.	
Otimização do processo de compostagem por meio do desenvolvimento de composto biorreator e protótipo de aplicativo móvel de gestão do processo de produção	O projeto tem como objetivo otimizar o processo industrial de compostagem, em escala laboratorial, por meio do desenvolvimento de um composto de microrganismos biorreatores, cuja função é acelerar o processo e elevar a qualidade do produto final, bem como a criação do protótipo de um aplicativo móvel para a gestão do processo de produção. Trata-se de um projeto TRL 4 (Validação funcional dos componentes em ambiente de laboratório)	
Kombi	Os objetivos específicos do projeto e consequentemente as inovações prescritas em cada item, são descritas a seguir: a) Projetar, testar e implementar sistemas de retrofit em veículos históricos com a implementação da conversão de veículos a combustão para tração elétrica; b) Projetar, testar e implementar um sistema de automatização do câmbio dos veículos a serem implementados (retrofit); c) Testar em ambiente relevante (laboratorial e em pista) as diferenças tecnológicas, caraterísticas técnicas e desempenho dos sistemas de tração (powertrain) a serem aplicados nos veículos escolhidos; d) Buscar a otimização e consequente redução da potência e o tamanho dos motores elétricos utilizados no powertrain e) Contribuir para redução dos impactos ambientais (emissão de CO2 e demais gases de efeito estufa - GEE), produzidos pelos veículos à combustão antigos, através da conversão do sistema de propulsão a combustão para elétrico;	
Desenvolvimento de me?todos para produc?a?o de bioquerosene/hidrocarbonetos verdes, utilizando mate?rias-primas de baixo valor agregado oriundas da matriz produtiva da indu?stria de alimentos e seus derivados	Obtenc?a?o de biocombustível a partir de  rejeitos da indu?stria alimenti?cia com vistas a produc?a?o de energia limpa.	
Desenvolvimento de produto: Agregando valor aos resi?duos da agroindu?stria da goiaba	O aproveitamento dos resi?duos gerados pelos setores agroindustriais e? uma crescente preocupac?a?o tornando-se necessa?rio a busca de soluc?o?es para reduzir possi?veis impactos ambientais, bem como agregar valor as mate?rias-primas. Em me?dia 30% do peso dos resi?duos gerados pela indu?stria de alimentos de goiaba sa?o constitui?dos de cascas e sementes, esses resi?duos conte?m na sua totalidade altos teores de o?leos, vitaminas, protei?nas, sais minerais e antioxidantes, que podem ser recuperados e transformados em coprodutos de valores nutricionais e bioativos. Pensando nisso, este projeto visa realizar o aproveitamento dos resi?duos da goiaba fornecidos pela indu?stria Doces Ze?lia LTDA, Espera-se, portanto, com esse projeto um melhor aproveitamento dos resi?duos da indu?stria alimenti?cias para obtenc?a?o de produtos naturais e sustenta?veis que promovam a reduc?a?o do descarte dos resi?duos e consequente diminuic?a?o dos impactos ambientes.	
DESENVOLVIMENTO DO PROCESSO DE PRODUC?A?O DE BIODIESEL A PARTIR DE O?LEO RESIDUAL	O setor de alimentos gera um elevado volume de resi?duos que demandam atenc?a?o em relac?a?o as formas de tratamento e descarte adequados. Dentre esses resi?duos encontra-se o o?leo de fritura residual, gerados nas indu?strias, come?rcio e reside?ncias. Grande parte desse o?leo e? descartado de forma inadequada nas pias, chegando ate? as Estac?o?es de Tratamento de Esgoto, provocando problemas nos equipamentos da estac?a?o e gerando um grande impacto ambiental nos rios e solo. Uma alternativa possi?vel para esse o?leo e? utiliza?-lo como mate?ria prima para a produc?a?o de biodiesel e glicerina. Um obsta?culo para o seu uso em larga escala, com os me?todos tradicionais, e? o elevado i?ndice de acidez e elevado teor de a?gua presentes. Desta forma, torna-se fundamental desenvolver e implementar tecnologias capazes de viabilizar o processamento do biodiesel a partir de mate?rias-primas de baixo valor agregado, contribuindo para o meio ambiente e reduzindo o custo do processamento do biodiesel e glicerina, tornando-os mais competitivos no mercado. Isto posto, esse projeto ganha releva?ncia pois atende essas demandas e tendencias de sustentabilidade, transformando e inovando processos tradicionais com foco na reduc?a?o e resoluc?a?o de problemas ambientais.  A inovac?a?o incremental sera? aplicada ao processo para viabilizar o uso de materiais mais sustenta?veis na produc?a?o de Biodiesel em larga escala, substituindo materiais e me?todos dos processos tradicionais. Isso ocorrera? com o uso de: OGRs (o?leos e gorduras residuais) como fonte de mate?ria prima, reduzindo o custo e transformando esse resi?duo em um produto com maior valor agregado; catalisadores heteroge?neos em uma etapa adicional (esterificac?a?o do o?leo residual) que permitira? um aumento no rendimento final e reduc?a?o na gerac?a?o de resi?duos e uso de novos materiais (fibras de carbono ativada) na etapa de purificac?a?o do Biodiesel e Glicerina, reduzindo a gerac?a?o de efluentes.	
Estabelecimento de processo de fabricac?a?o de farinha de Ora-Pro-Nobis visando conservac?a?o de compostos bioativos e outros para?metros estabelecidos pela empresa e a elaborac?a?o dos proto?tipos para a produc?a?o da farinha.	O objetivo geral deste projeto visa estabelecer um processo  industrial de produc?a?o de farinha da ora-pro-nobis pura, sem adic?a?o de aditivos ou outros ingredientes e construir um protótipo para o escalonamento deste processo.	
Produção de pão francês sem glúten	O presente projeto busca resultados que atendam a?s necessidades do pu?blico que precisa ou apenas gostaria da adoc?a?o de dietas livres de glu?ten e de componentes de origem animal, o que incluiria os indivi?duos veganos, celi?acos, os intolerantes a ovos, a? lactose e a?s protei?nas do leite. Inicialmente, sera?o concentrados esforc?os para determinar o processo de obtenc?a?o de farinhas isentas de glu?ten com potencial para panificac?a?o utilizando como mate?ria-prima a mandioca e a banana-verde, ambas oriundas de sistema agroflorestal. Neste processo, sera?o avaliados os possi?veis impactos de diferentes variedades agrono?micas dos vegetais, bem como de diferentes e?pocas de colheita. As farinhas  sera?o submetidas a?s ana?lises microbiolo?gicas, fi?sico-qui?micas e reolo?gicas. Em seguida, sera?o utilizadas em diferentes combinac?o?es entre si e com outros ingredientes visando a elaborac?a?o de um mix para a fabricac?a?o de pa?o france?s livre de glu?ten e de substa?ncias de origem animal. Este mix tambe?m sera? submetido a?s ana?lises reolo?gicas e os pa?es com ele produzidos tera?o o seu volume e aspecto visual avaliados pela equipe do projeto. Visando a melhoria nutricional dos pa?es, buscar-se-a? a incorporac?a?o de ingredientes que possam contribuir para o aumento no teor de fibras e protei?nas no produto final. Neste sentido, sera?o estudadas as possibilidades ja? disponi?veis no mercado ale?m da inclusa?o de frutos amazo?nicos sob a forma de farinhas. Ao final, sera?o construi?dos os fluxogramas do processo de secagem e da produc?a?o do pa?o, sendo tambe?m determinados o rendimento e os custos envolvidos no processo de obtenc?a?o das farinhas e do mix para o pa?o.	
Biorreator para Café	Biiorreator para fermentação de cafés naturais e cereja descascado com controladores adequados para adequação de processos e repetitividade dos mesmos com interferência nos aromas e sabores do café.	
Colhedor de Grãos para Cultura intercalar ao Café	A cultura intercalar, é uma prática agrícola importante na produção de café. Consiste em plantar outras culturas entre as fileiras de cafeeiros, promovendo benefícios significativos para a saúde do solo e para a produtividade das lavouras, favorece a fertilidade do solo, melhorando a capacidade de retenção de água e nutrientes essenciais para o crescimento do café. A cultura intercalar também pode contribuir para a diversificação da renda do agricultor, pois algumas culturas intercaladas podem ser comercializadas ou utilizadas para consumo próprio. Outro aspecto relevante é a promoção da biodiversidade na agroecossistema, atraindo polinizadores e inimigos naturais de pragas, reduzindo a necessidade de agrotóxicos. Porem, a necessidade de mais mão de obra e mão de obra especializada pode comprometer a aplicação dessa pratica, assim como os custos desse ter uma nova cultura nessa área, assim sendo e essencial  a utilização de mais tecnologia e sistemas mecanizados próprios para o cultivo intercalar que reduz os custos e aumenta a qualidade da produção.	
QUEIMADOR DE BIOMASSA	Um queimador de biomassa é um dispositivo projetado para converter eficientemente diferentes tipos de biomassas em energia térmica utilizável, substituindo assim a queima de combustíveis fósseis. Este equipamento é construído com tecnologia avançada para otimizar a combustão de materiais orgânicos, tais como resíduos agrícolas, cascas de madeira, serragem, pellets e outros subprodutos biodegradáveis.  O funcionamento do queimador de biomassa envolve a alimentação controlada desses materiais no dispositivo, onde ocorre a combustão em um ambiente controlado. O calor gerado durante esse processo é então direcionado para fornalhas, sistemas de aquecimento de ar ou outras aplicações térmicas,  principalmente para industrias de café, proporcionando uma fonte de energia renovável e de baixo impacto ambiental.	
Bioinseticida para o controle de Spodoptera eridania	A agricultura é altamente dependente de alternativas para manejar pragas nas lavouras, tendo em vista que essas causam elevado impacto sobre a produção, podendo acarretar, em linhas gerais, 10 a 20% de perda e em caso da falta de controle efetivo, determinar a perda total da lavoura. Para culturas como milho, soja e algodão, que possuem alto valor agregado, a lagarta Spodoptera eridania, tem ocorrido em populações cada vez maiores e anualmente, sua ocorrência tem afetado a produtividade em diferentes culturas. O complexo Spodoptera é reconhecidamente um grupo de pragas de difícil controle, uma vez que as diferentes espécies nesse grupo, respondem de maneira diferente ao controle químico, amplamente difundido e já apresentam resistência a diferentes tecnologias de plantas transgênicas oferecidas no mercado. Nesse contexto, a tecnologia que se pretende com a obtenção de um Bioinseticida à base de Baculovírus é extremamente bem-vinda, tendo em vista que por ser altamente específico (cada Baculovírus interage exclusivamente com o hospedeiro por ele selecionado  espécie de inseto alvo), a resistência dos insetos ao vírus, é muito improvável, nunca tendo sido relatados casos de resistência a esse tipo de microrganismo, mundialmente. Outro fator relevante é que se trata de uma tecnologia sustentável e ecologicamente correta.	
Desenvolvimento de bebidas com  propriedades nutritivas e bioativas	A praticidade e a qualidade das bebidas disponíveis no mercado estão contribuindo com o aumento do consumo de frutas e vegetais pela população. Dentre as bebidas de grande relevância estão os sucos, que são produtos versáteis, capazes de atender as necessidades em diferentes ocasiões, além de contribuir com o fornecimento de importantes fontes de nutrientes (REGO,  VIALTA, MADI, 2020).  O consumo de sucos prontos para beber aumentou consideravelmente nos últimos anos, passando de 3,9 litros/habitante/ano (2010) para 8,43 litros/habitante/ano (2021) (ABIR, 2024). As características naturais dos sucos, relacionadas ao frescor e sabor estão contribuindo com a valorização da bebida, pois a preocupação dos consumidores por hábitos mais saudáveis, tem demonstrado o direcionamento para o consumo de bebidas com menor conteúdo de açúcares, baixo valor calórico e com substâncias capazes de oferecer benefícios à saúde, como a presença de vitaminas, minerais, proteínas, fibras, etc. (REGO, VIALTA, MADI, 2020). O desenvolvimento de bebidas funcionais é uma alternativa para potencializar o mercado de sucos, pois contém componentes promotores da saúde, em função da adição de ingredientes como vitaminas, minerais e elementos prebióticos e/ou probióticos (LUCKOW, DELAHUNTY, 2004). A introdução de produtos atrativos, práticos e com propriedades funcionais é uma alternativa para  diversificar as possibilidades de mercado, proporcionando o desenvolvimento econômico do país, a geração de renda e a disponibilidade de alimentos benéficos à saúde (MATSUURA; ROLIM, 2002; LUCKON; DELAHUNTY, 2004; RUFINO, et al., 2010; NEVES, et al., 2011; FARAONI, et al. 2012; MARTINS, et al. 2017; TOMAZ, et al., 2019; LAN, et al., 2023). Neste contexto, verifica-se que o desenvolvimento de sucos com combinações de frutas e suplementados com componentes funcionais poderá contribuir com o desenvolvimento de um produto inovador, capaz de criar vantagens competitivas de mercado, além de atender as necessidades dos consumidores que buscam por alimentos mais saudáveis.	
Desenvolvimento de fertilizantes foliares de alta performance com tecnologia de sistemas nanoparticulados	A agricultura tem sido o setor mais importante da economia brasileira, estando em contínuo crescimento, e, desta forma, vem contribuindo de forma significativa no produto interno bruto e nas exportações do país. Apesar de todos os avanços tecnológicos na agricultura brasileira, aspectos relacionados à nutrição de plantas continuam sendo um desafio para muitos produtores, pois os solos brasileiros são, em sua maioria, intemperizados, com baixo pH e baixos teores de nutrientes, demandando assim a contínua suplementação de nutrientes a partir de adição de fertilizantes para se obter o ótimo desenvolvimento das culturas. Anualmente, são empregadas grandes quantidades de fertilizantes para se garantir a produção agrícola brasileira, sendo o Brasil um dos principais produtores de alimentos no mundo. Porém, o Brasil é dependente de importação de fertilizantes. Dada a problemática apresentada, verifica-se a necessidade do desenvolvimento de novas formulações por meio de tecnologias inovadoras, de baixo custo, ecofriendly e elevada  biodisponibilidade. Assim, apresenta-se nesta proposta a possibilidade de obter novas formulações de fertilizantes, com amplo espectro nutricional, elevada absorção e potencial de translocação para aplicação foliar, para então suprir a deficiência dos produtos disponíveis no mercado atual. Espera-se que o desenvolvimento de tecnologias de sistemas nanoparticulados, com proteção dos nutrientes e liberação controlada, o que poderá aumentar os índices de absorção e redistribuição dos nutrientes, bem como diminuir a necessidade de aplicações, tendo em vista a tecnologia de liberação controlada no tempo. Diante disto, objetiva-se neste projeto obter sistemas nanoparticulados dos nutrientes para a formulação de fertilizantes organominerais para aplicação foliar (tendo como base os compostos orgânicos que a empresa Futura Biomoléculas dispõe) com amplo espectro nutricional, elevada absorção e potencial de translocação, para então suprir a deficiência dos produtos disponíveis no mercado atual.	
Desenvolvimento e avaliação da eficiência de fertilizantes organominerais a base de turfa brasileira	Nos últimos anos, a agricultura tem sido o setor mais importante e crescente da economia brasileira, e, desta forma, contribuído de forma significante no produto interno bruto e apesar de todos os avanços tecnológicos na agricultura brasileira, a fertilidade do solo continua sendo um desafio para muitos produtores, pois os solos brasileiros são, em sua maioria, intemperizados, com baixos pH e teores de nutrientes, demandando assim a contínua suplementação de nutrientes a partir de adição de fertilizantes para se obter o ótimo desenvolvimento das culturas. Pesquisadores e empresas têm buscado fontes alternativas para fornecimento de nutrientes às plantas. Dentre estas fontes alternativas, destacam-se os fertilizantes orgânicos produzidos on farm e os fertilizantes organominerais. Todavia, há que se destacar que existem diferenças entre estes quanto às suas composições, padronização e quantidade a ser aplicada.  Fertilizantes orgânicos são adubos obtidos a partir de matérias-primas animal ou vegetal podendo ou não ser enriquecidos com nutrientes de origem mineral. Consideram-se fertilizantes orgânicos todos os produtos de natureza fundamentalmente orgânica, obtidos por processo físico, químico, físico-químico ou bioquímico, natural ou controlado, a partir de matérias-primas de origem industrial, urbana ou rural, vegetal ou animal. Os fertilizantes organominerais são aqueles resultantes da mistura física ou combinação de fertilizantes minerais e orgânicos. Em relação aos fertilizantes exclusivamente orgânicos, o fertilizante organomineral apresenta maior concentração de nutrientes por se tratar de um produto mais estável e uniforme; geralmente possuem solubilização gradativa e podem ser disponibilizados ao longo do ciclo de uma cultura. Todavia, o grande desafio para a produção em larga escala de fertilizantes organominerais está na estabilidade das matérias primas utilizadas como fonte de material orgânico.  Como mencionado anteriormente, as matérias primas utilizadas na fração orgânica dos fertilizantes orgânicos ou organominerais geralmente são provenientes da própria fazenda (esterco de animais, palhada, cascas), resíduos industriais diversos e resíduos urbanos (podas de árvores), os quais apresentam alta variabilidade em sua composição e demandam de critérios específicos durante o processo de compostagem para geração de composto estável e de qualidade. Dentre as matérias primas mais convencionais e com maior padronização, destacam-se o esterco bovino proveniente de currais e confinamentos e o esterco de aves (galinhas poedeiras) os quais também demandam de processo de compostagem, o que leva certo tempo. Assim, a existência de matérias primas já estabilizadas favorece sobremaneira a industrialização de fertilizantes organominerais.	
Extração e caracterização da pectina da casca do maracujá e sua aplicação no desenv olvimento de nova bebida	Produzir a farinha dos resíduos da casca do maracujá gerados no processamento de bebidas da indústria Britvic e avaliar as suas características físico-químicas, bioativas e tecnológicas. A farinha da casca do maracujá será submetida a processos de extração da pectina, que será analisada quanto aos parâmetros físicos e físico-químicos. A pectina produzida será aplicada como estabilizante no desenvolvimento de nova bebida, que será analisada quanto as suas características físico-químicas durante um período de armazenamento de 120 dias.	
